"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player_Href","Min","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA","KP","Final_Third","PPA","CrsPA","PrgP"
"Serie A","2023-12-02","Serie A (Matchweek 14)","Genoa","3-5-2",1,1,"Ruslan Malinovskyi · 37&rsquor;","3","0","Empoli","4-3-3",1,0.8,"Matteo Cancellieri · 67&rsquor;","1","0","https://fbref.com/en/matches/0780d7e3/Genoa-Empoli-December-2-2023-Serie-A","Empoli","Away",NA,990,318,438,72.6,5466,2139,133,151,88.1,152,188,80.9,20,69,29,1,0.7,0.7,7,18,4,3,21
"Serie A","2023-12-02","Serie A (Matchweek 14)","Lazio","4-3-3",1,2,"Pedro · 8&rsquor;","0","0","Cagliari","3-4-1-2",0,0.6,"Antoine Makoumbou · 27&rsquor;","2","1","https://fbref.com/en/matches/e8ae600f/Lazio-Cagliari-December-2-2023-Serie-A","Lazio","Home",NA,990,562,657,85.5,9619,3264,288,311,92.6,212,241,88,54,78,69.2,1,1.2,1.1,5,52,7,1,58
"Serie A","2023-12-02","Serie A (Matchweek 14)","Lazio","4-3-3",1,2,"Pedro · 8&rsquor;","0","0","Cagliari","3-4-1-2",0,0.6,"Antoine Makoumbou · 27&rsquor;","2","1","https://fbref.com/en/matches/e8ae600f/Lazio-Cagliari-December-2-2023-Serie-A","Cagliari","Away",NA,926,331,434,76.3,6530,2281,116,136,85.3,170,189,89.9,40,81,49.4,0,0.3,0.4,7,19,7,4,22
"Serie A","2023-12-02","Serie A (Matchweek 14)","Milan","4-3-3",3,1.2,"Luka Jović · 43&rsquor; Christian Pulisic · 50&rsquor; Fikayo Tomori · 74&rsquor;","1","0","Frosinone","4-2-3-1",1,0.7,"Marco Brescianini · 82&rsquor;","1","0","https://fbref.com/en/matches/c2a7440f/Milan-Frosinone-December-2-2023-Serie-A","Milan","Home",NA,990,370,448,82.6,7030,2514,139,159,87.4,187,213,87.8,42,65,64.6,2,1,0.7,8,27,6,1,37
"Serie A","2023-12-02","Serie A (Matchweek 14)","Milan","4-3-3",3,1.2,"Luka Jović · 43&rsquor; Christian Pulisic · 50&rsquor; Fikayo Tomori · 74&rsquor;","1","0","Frosinone","4-2-3-1",1,0.7,"Marco Brescianini · 82&rsquor;","1","0","https://fbref.com/en/matches/c2a7440f/Milan-Frosinone-December-2-2023-Serie-A","Frosinone","Away",NA,990,422,499,84.6,6624,2550,214,238,89.9,150,169,88.8,32,48,66.7,0,0.3,0.5,12,22,5,1,32
"Serie A","2023-12-03","Serie A (Matchweek 14)","Lecce","4-2-3-1",1,1.5,"Roberto Piccoli (P) · 90+10&rsquor;","3","0","Bologna","4-3-3",1,1.2,"Charalambos Lykogiannis · 68&rsquor;","2","0","https://fbref.com/en/matches/5e47db9d/Lecce-Bologna-December-3-2023-Serie-A","Lecce","Home",NA,990,338,435,77.7,6242,2107,137,159,86.2,145,168,86.3,45,83,54.2,0,0.5,0.9,7,26,6,3,33
"Serie A","2023-12-03","Serie A (Matchweek 14)","Lecce","4-2-3-1",1,1.5,"Roberto Piccoli (P) · 90+10&rsquor;","3","0","Bologna","4-3-3",1,1.2,"Charalambos Lykogiannis · 68&rsquor;","2","0","https://fbref.com/en/matches/5e47db9d/Lecce-Bologna-December-3-2023-Serie-A","Bologna","Away",NA,990,489,580,84.3,7661,2650,276,296,93.2,177,207,85.5,29,50,58,0,1,0.5,9,27,5,1,39
"Serie A","2023-12-03","Serie A (Matchweek 14)","Udinese","3-5-1-1",3,1.9,"Christian Kabasele · 16&rsquor; Lorenzo Lucca · 30&rsquor; Lorenzo Lucca · 72&rsquor;","2","0","Hellas Verona","4-2-3-1",3,1.3,"Milan Đurić (P) · 37&rsquor; Cyril Ngonge · 61&rsquor; Thomas Henry · 90+7&rsquor;","5","0","https://fbref.com/en/matches/18868f08/Udinese-Hellas-Verona-December-3-2023-Serie-A","Udinese","Home",NA,990,201,303,66.3,3996,1921,82,104,78.8,84,114,73.7,33,73,45.2,3,1.7,1.1,10,12,4,2,21
"Serie A","2023-12-03","Serie A (Matchweek 14)","Udinese","3-5-1-1",3,1.9,"Christian Kabasele · 16&rsquor; Lorenzo Lucca · 30&rsquor; Lorenzo Lucca · 72&rsquor;","2","0","Hellas Verona","4-2-3-1",3,1.3,"Milan Đurić (P) · 37&rsquor; Cyril Ngonge · 61&rsquor; Thomas Henry · 90+7&rsquor;","5","0","https://fbref.com/en/matches/18868f08/Udinese-Hellas-Verona-December-3-2023-Serie-A","Hellas Verona","Away",NA,990,327,463,70.6,6500,2602,112,145,77.2,168,215,78.1,43,72,59.7,2,0.5,0.6,8,33,8,3,43
"Serie A","2023-12-03","Serie A (Matchweek 14)","Fiorentina","4-2-3-1",3,2.5,"Lucas Beltrán (P) · 6&rsquor; Riccardo Sottil · 17&rsquor; Giacomo Bonaventura · 56&rsquor;","1","0","Salernitana","3-4-3",0,0.8,"","0","0","https://fbref.com/en/matches/d152da0e/Fiorentina-Salernitana-December-3-2023-Serie-A","Fiorentina","Home",NA,990,467,559,83.5,8421,2950,194,217,89.4,200,226,88.5,54,80,67.5,2,1.3,1.7,17,39,14,0,48
"Serie A","2023-12-03","Serie A (Matchweek 14)","Fiorentina","4-2-3-1",3,2.5,"Lucas Beltrán (P) · 6&rsquor; Riccardo Sottil · 17&rsquor; Giacomo Bonaventura · 56&rsquor;","1","0","Salernitana","3-4-3",0,0.8,"","0","0","https://fbref.com/en/matches/d152da0e/Fiorentina-Salernitana-December-3-2023-Serie-A","Salernitana","Away",NA,990,325,416,78.1,5738,2346,156,180,86.7,134,160,83.8,33,59,55.9,0,0.6,0.5,8,23,5,2,25
"Serie A","2023-12-03","Serie A (Matchweek 14)","Sassuolo","4-2-3-1",1,0.8,"Matheus Henrique · 25&rsquor; Daniel Boloca · 63&rsquor;","4","1","Roma","3-5-2",2,2.3,"Paulo Dybala (P) · 76&rsquor; Rasmus Kristensen · 82&rsquor;","1","0","https://fbref.com/en/matches/78393dd6/Sassuolo-Roma-December-3-2023-Serie-A","Sassuolo","Home",NA,962,267,340,78.5,5308,2164,105,123,85.4,128,152,84.2,33,60,55,1,0.9,0.3,6,23,5,2,28
"Serie A","2023-12-03","Serie A (Matchweek 14)","Sassuolo","4-2-3-1",1,0.8,"Matheus Henrique · 25&rsquor; Daniel Boloca · 63&rsquor;","4","1","Roma","3-5-2",2,2.3,"Paulo Dybala (P) · 76&rsquor; Rasmus Kristensen · 82&rsquor;","1","0","https://fbref.com/en/matches/78393dd6/Sassuolo-Roma-December-3-2023-Serie-A","Roma","Away",NA,990,570,672,84.8,9641,3138,273,292,93.5,231,261,88.5,49,85,57.6,1,1.3,0.9,10,53,10,0,60
"Serie A","2023-12-03","Serie A (Matchweek 14)","Napoli","4-3-3",0,0.6,"","2","0","Internazionale","3-5-2",3,2.7,"Hakan Çalhanoğlu · 44&rsquor; Nicolò Barella · 61&rsquor; Marcus Thuram · 85&rsquor;","2","0","https://fbref.com/en/matches/60106a8e/Napoli-Internazionale-December-3-2023-Serie-A","Napoli","Home",NA,990,501,588,85.2,9301,2982,215,235,91.5,228,254,89.8,57,85,67.1,0,0.6,0.6,15,36,8,3,43
"Serie A","2023-12-03","Serie A (Matchweek 14)","Napoli","4-3-3",0,0.6,"","2","0","Internazionale","3-5-2",3,2.7,"Hakan Çalhanoğlu · 44&rsquor; Nicolò Barella · 61&rsquor; Marcus Thuram · 85&rsquor;","2","0","https://fbref.com/en/matches/60106a8e/Napoli-Internazionale-December-3-2023-Serie-A","Internazionale","Away",NA,990,344,437,78.7,5730,2156,172,196,87.8,134,159,84.3,25,56,44.6,3,2.5,1.4,8,29,11,4,39
"Serie A","2023-12-04","Serie A (Matchweek 14)","Torino","3-4-1-2",3,1.7,"Duván Zapata · 22&rsquor; Antonio Sanabria (P) · 56&rsquor; Duván Zapata · 90+5&rsquor;","2","0","Atalanta","3-4-3",0,0.5,"","2","0","https://fbref.com/en/matches/426a05d8/Torino-Atalanta-December-4-2023-Serie-A","Torino","Home",NA,990,408,522,78.2,6590,2302,210,233,90.1,156,188,83,24,61,39.3,2,0.9,0.7,7,27,4,0,36
"Serie A","2023-12-04","Serie A (Matchweek 14)","Torino","3-4-1-2",3,1.7,"Duván Zapata · 22&rsquor; Antonio Sanabria (P) · 56&rsquor; Duván Zapata · 90+5&rsquor;","2","0","Atalanta","3-4-3",0,0.5,"","2","0","https://fbref.com/en/matches/426a05d8/Torino-Atalanta-December-4-2023-Serie-A","Atalanta","Away",NA,990,341,444,76.8,5583,2152,166,189,87.8,148,180,82.2,21,59,35.6,0,0.4,0.4,8,25,6,1,32
"Serie A","2023-12-08","Serie A (Matchweek 15)","Juventus","3-5-2",1,0.9,"Federico Gatti · 51&rsquor;","2","0","Napoli","4-3-3",0,1.2,"","4","0","https://fbref.com/en/matches/f2ffde12/Juventus-Napoli-December-8-2023-Serie-A","Juventus","Home",NA,990,228,331,68.9,4374,1765,101,121,83.5,90,124,72.6,34,70,48.6,1,0.6,0.5,7,19,2,1,27
"Serie A","2023-12-08","Serie A (Matchweek 15)","Juventus","3-5-2",1,0.9,"Federico Gatti · 51&rsquor;","2","0","Napoli","4-3-3",0,1.2,"","4","0","https://fbref.com/en/matches/f2ffde12/Juventus-Napoli-December-8-2023-Serie-A","Napoli","Away",NA,990,546,642,85,9284,2762,267,294,90.8,203,231,87.9,59,86,68.6,0,1.2,1.1,11,55,4,2,34
"Serie A","2023-12-09","Serie A (Matchweek 15)","Hellas Verona","4-2-3-1",1,1,"Thomas Henry · 70&rsquor; Ondrej Duda · 77&rsquor;","3","1","Lazio","4-3-3",1,1,"Mattia Zaccagni · 23&rsquor;","4","0","https://fbref.com/en/matches/5325a9b6/Hellas-Verona-Lazio-December-9-2023-Serie-A","Hellas Verona","Home",NA,976,174,276,63,3889,1602,47,74,63.5,91,106,85.8,34,87,39.1,1,0.9,0.1,3,17,1,1,12
"Serie A","2023-12-09","Serie A (Matchweek 15)","Hellas Verona","4-2-3-1",1,1,"Thomas Henry · 70&rsquor; Ondrej Duda · 77&rsquor;","3","1","Lazio","4-3-3",1,1,"Mattia Zaccagni · 23&rsquor;","4","0","https://fbref.com/en/matches/5325a9b6/Hellas-Verona-Lazio-December-9-2023-Serie-A","Lazio","Away",NA,990,546,666,82,9760,3567,227,262,86.6,252,285,88.4,52,86,60.5,1,0.9,1,10,33,7,2,51
"Serie A","2023-12-09","Serie A (Matchweek 15)","Atalanta","3-4-1-2",3,3.3,"Ademola Lookman · 38&rsquor; Ademola Lookman · 55&rsquor; Luis Muriel · 90+5&rsquor;","1","0","Milan","4-3-3",2,1.5,"Olivier Giroud · 45+3&rsquor; Luka Jović · 80&rsquor; Davide Calabria · 90+3&rsquor;","6","1","https://fbref.com/en/matches/0c234040/Atalanta-Milan-December-9-2023-Serie-A","Atalanta","Home",NA,990,368,447,82.3,7289,2790,136,155,87.7,178,200,89,50,73,68.5,3,2.8,2,15,31,10,4,47
"Serie A","2023-12-09","Serie A (Matchweek 15)","Atalanta","3-4-1-2",3,3.3,"Ademola Lookman · 38&rsquor; Ademola Lookman · 55&rsquor; Luis Muriel · 90+5&rsquor;","1","0","Milan","4-3-3",2,1.5,"Olivier Giroud · 45+3&rsquor; Luka Jović · 80&rsquor; Davide Calabria · 90+3&rsquor;","6","1","https://fbref.com/en/matches/0c234040/Atalanta-Milan-December-9-2023-Serie-A","Milan","Away",NA,989,533,619,86.1,9768,3051,194,218,89,271,291,93.1,53,83,63.9,2,1.3,0.7,10,34,6,1,41
"Serie A","2023-12-09","Serie A (Matchweek 15)","Internazionale","3-5-2",4,3.5,"Hakan Çalhanoğlu (P) · 37&rsquor; Federico Dimarco · 42&rsquor; Marcus Thuram · 44&rsquor; Lautaro Martínez · 84&rsquor;","0","0","Udinese","3-1-4-2",0,0.8,"","1","0","https://fbref.com/en/matches/26772f25/Internazionale-Udinese-December-9-2023-Serie-A","Internazionale","Home",NA,990,762,841,90.6,13667,3966,318,342,93,361,391,92.3,74,84,88.1,2,2.6,2.3,14,65,19,3,85
"Serie A","2023-12-09","Serie A (Matchweek 15)","Internazionale","3-5-2",4,3.5,"Hakan Çalhanoğlu (P) · 37&rsquor; Federico Dimarco · 42&rsquor; Marcus Thuram · 44&rsquor; Lautaro Martínez · 84&rsquor;","0","0","Udinese","3-1-4-2",0,0.8,"","1","0","https://fbref.com/en/matches/26772f25/Internazionale-Udinese-December-9-2023-Serie-A","Udinese","Away",NA,990,241,300,80.3,4155,1640,115,127,90.6,100,123,81.3,22,34,64.7,0,0.8,0.4,9,19,1,0,22
"Serie A","2023-12-10","Serie A (Matchweek 15)","Frosinone","3-4-3",0,0.8,"","3","0","Torino","3-5-2",0,1.2,"","3","0","https://fbref.com/en/matches/5f74c6e7/Frosinone-Torino-December-10-2023-Serie-A","Frosinone","Home",NA,990,345,472,73.1,5486,2313,185,227,81.5,124,154,80.5,27,66,40.9,0,0.7,0.6,9,18,6,1,28
"Serie A","2023-12-10","Serie A (Matchweek 15)","Frosinone","3-4-3",0,0.8,"","3","0","Torino","3-5-2",0,1.2,"","3","0","https://fbref.com/en/matches/5f74c6e7/Frosinone-Torino-December-10-2023-Serie-A","Torino","Away",NA,990,295,428,68.9,5494,2506,128,169,75.7,123,154,79.9,38,76,50,0,0.9,1,12,24,12,1,43
"Serie A","2023-12-10","Serie A (Matchweek 15)","Monza","4-2-3-1",1,0.4,"Dany Mota · 83&rsquor;","1","0","Genoa","3-5-2",0,1.4,"","2","0","https://fbref.com/en/matches/c46b68ad/Monza-Genoa-December-10-2023-Serie-A","Monza","Home",NA,990,394,479,82.3,6709,2465,178,200,89,176,195,90.3,32,62,51.6,1,0.2,0.3,3,20,4,0,24
"Serie A","2023-12-10","Serie A (Matchweek 15)","Monza","4-2-3-1",1,0.4,"Dany Mota · 83&rsquor;","1","0","Genoa","3-5-2",0,1.4,"","2","0","https://fbref.com/en/matches/c46b68ad/Monza-Genoa-December-10-2023-Serie-A","Genoa","Away",NA,990,363,468,77.6,6553,2579,153,184,83.2,174,208,83.7,32,62,51.6,0,1.3,0.8,12,35,6,0,38
"Serie A","2023-12-10","Serie A (Matchweek 15)","Salernitana","3-5-2",1,0.5,"Simeon Nwankwo · 75&rsquor; Federico Fazio · 90+2&rsquor;","7","1","Bologna","4-2-3-1",2,2.1,"Joshua Zirkzee · 9&rsquor; Joshua Zirkzee · 20&rsquor;","2","0","https://fbref.com/en/matches/1935ee01/Salernitana-Bologna-December-10-2023-Serie-A","Salernitana","Home",NA,990,289,382,75.7,4928,1932,136,166,81.9,127,152,83.6,19,51,37.3,1,0.5,0.7,9,25,6,3,25
"Serie A","2023-12-10","Serie A (Matchweek 15)","Salernitana","3-5-2",1,0.5,"Simeon Nwankwo · 75&rsquor; Federico Fazio · 90+2&rsquor;","7","1","Bologna","4-2-3-1",2,2.1,"Joshua Zirkzee · 9&rsquor; Joshua Zirkzee · 20&rsquor;","2","0","https://fbref.com/en/matches/1935ee01/Salernitana-Bologna-December-10-2023-Serie-A","Bologna","Away",NA,990,633,716,88.4,9714,3128,358,385,93,216,238,90.8,35,57,61.4,0,0.7,0.5,7,46,8,1,41
"Serie A","2023-12-10","Serie A (Matchweek 15)","Roma","3-5-2",1,0.7,"Romelu Lukaku · 5&rsquor; Nicola Zalewski · 64&rsquor; Romelu Lukaku · 87&rsquor;","6","2","Fiorentina","4-2-3-1",1,1.5,"Lucas Martínez Quarta · 66&rsquor;","3","0","https://fbref.com/en/matches/ebfc4b5d/Roma-Fiorentina-December-10-2023-Serie-A","Roma","Home",NA,959,250,338,74,4517,1987,117,134,87.3,95,108,88,29,69,42,1,0.6,0.6,3,17,4,1,16
"Serie A","2023-12-10","Serie A (Matchweek 15)","Roma","3-5-2",1,0.7,"Romelu Lukaku · 5&rsquor; Nicola Zalewski · 64&rsquor; Romelu Lukaku · 87&rsquor;","6","2","Fiorentina","4-2-3-1",1,1.5,"Lucas Martínez Quarta · 66&rsquor;","3","0","https://fbref.com/en/matches/ebfc4b5d/Roma-Fiorentina-December-10-2023-Serie-A","Fiorentina","Away",NA,990,557,641,86.9,10552,3260,219,235,93.2,245,279,87.8,78,101,77.2,1,1.4,1.6,13,62,14,5,57
"Serie A","2023-12-11","Serie A (Matchweek 15)","Empoli","4-3-3",1,1.4,"Hamza Rafia (OG) · 71&rsquor;","2","0","Lecce","4-2-3-1",1,0.8,"Lameck Banda · 64&rsquor;","2","0","https://fbref.com/en/matches/a83df9d0/Empoli-Lecce-December-11-2023-Serie-A","Empoli","Home",NA,990,372,484,76.9,6717,2540,147,171,86,169,196,86.2,44,85,51.8,0,0.8,1.2,9,23,9,4,29
"Serie A","2023-12-11","Serie A (Matchweek 15)","Empoli","4-3-3",1,1.4,"Hamza Rafia (OG) · 71&rsquor;","2","0","Lecce","4-2-3-1",1,0.8,"Lameck Banda · 64&rsquor;","2","0","https://fbref.com/en/matches/a83df9d0/Empoli-Lecce-December-11-2023-Serie-A","Lecce","Away",NA,990,283,384,73.7,5420,1865,102,124,82.3,142,160,88.8,31,82,37.8,1,0.7,0.3,11,35,3,2,36
"Serie A","2023-12-11","Serie A (Matchweek 15)","Cagliari","4-4-1-1",2,1.1,"Gianluca Lapadula · 90+4&rsquor; Leonardo Pavoletti · 90+9&rsquor;","1","0","Sassuolo","4-2-3-1",1,0.8,"Martin Erlic · 7&rsquor; Ruan · 62&rsquor;","8","1","https://fbref.com/en/matches/9d5df4d8/Cagliari-Sassuolo-December-11-2023-Serie-A","Cagliari","Home",NA,990,360,473,76.1,7283,2649,122,148,82.4,186,215,86.5,49,90,54.4,2,1,1.2,13,33,10,7,46
"Serie A","2023-12-11","Serie A (Matchweek 15)","Cagliari","4-4-1-1",2,1.1,"Gianluca Lapadula · 90+4&rsquor; Leonardo Pavoletti · 90+9&rsquor;","1","0","Sassuolo","4-2-3-1",1,0.8,"Martin Erlic · 7&rsquor; Ruan · 62&rsquor;","8","1","https://fbref.com/en/matches/9d5df4d8/Cagliari-Sassuolo-December-11-2023-Serie-A","Sassuolo","Away",NA,961,211,310,68.1,4267,1986,82,100,82,93,114,81.6,33,86,38.4,1,0.8,0.6,5,13,4,0,20
"Serie A","2023-12-15","Serie A (Matchweek 16)","Genoa","5-3-2",1,0.8,"Albert Guðmundsson · 48&rsquor;","2","0","Juventus","3-5-2",1,1.7,"Federico Chiesa (P) · 28&rsquor;","3","0","https://fbref.com/en/matches/c95a31e6/Genoa-Juventus-December-15-2023-Serie-A","Genoa","Home",NA,990,264,355,74.4,4710,1744,114,137,83.2,112,142,78.9,29,54,53.7,1,0.8,0.8,9,18,5,2,21
"Serie A","2023-12-15","Serie A (Matchweek 16)","Genoa","5-3-2",1,0.8,"Albert Guðmundsson · 48&rsquor;","2","0","Juventus","3-5-2",1,1.7,"Federico Chiesa (P) · 28&rsquor;","3","0","https://fbref.com/en/matches/c95a31e6/Genoa-Juventus-December-15-2023-Serie-A","Juventus","Away",NA,990,374,465,80.4,7228,2221,147,170,86.5,168,196,85.7,52,81,64.2,0,0.4,0.8,8,26,6,4,41
"Serie A","2023-12-16","Serie A (Matchweek 16)","Lecce","4-3-3",2,0.7,"Roberto Piccoli · 11&rsquor; Ylber Ramadani · 89&rsquor;","1","0","Frosinone","4-3-3",1,1.7,"Kaio Jorge (P) · 33&rsquor;","4","0","https://fbref.com/en/matches/9ca90d35/Lecce-Frosinone-December-16-2023-Serie-A","Lecce","Home",NA,990,239,349,68.5,4664,1851,102,125,81.6,93,115,80.9,39,84,46.4,2,0.6,0.4,14,26,7,2,31
"Serie A","2023-12-16","Serie A (Matchweek 16)","Lecce","4-3-3",2,0.7,"Roberto Piccoli · 11&rsquor; Ylber Ramadani · 89&rsquor;","1","0","Frosinone","4-3-3",1,1.7,"Kaio Jorge (P) · 33&rsquor;","4","0","https://fbref.com/en/matches/9ca90d35/Lecce-Frosinone-December-16-2023-Serie-A","Frosinone","Away",NA,990,402,515,78.1,6686,2671,197,226,87.2,176,214,82.2,25,55,45.5,0,0.6,0.8,8,29,7,1,41
"Serie A","2023-12-16","Serie A (Matchweek 16)","Napoli","4-3-3",2,1.8,"Victor Osimhen · 69&rsquor; Khvicha Kvaratskhelia · 75&rsquor;","5","0","Cagliari","4-4-2",1,1.1,"Leonardo Pavoletti · 72&rsquor;","3","0","https://fbref.com/en/matches/1b1b2ce1/Napoli-Cagliari-December-16-2023-Serie-A","Napoli","Home",NA,990,507,610,83.1,8857,2792,243,259,93.8,210,243,86.4,50,91,54.9,2,1.3,2,14,55,24,7,60
"Serie A","2023-12-16","Serie A (Matchweek 16)","Napoli","4-3-3",2,1.8,"Victor Osimhen · 69&rsquor; Khvicha Kvaratskhelia · 75&rsquor;","5","0","Cagliari","4-4-2",1,1.1,"Leonardo Pavoletti · 72&rsquor;","3","0","https://fbref.com/en/matches/1b1b2ce1/Napoli-Cagliari-December-16-2023-Serie-A","Cagliari","Away",NA,990,185,307,60.3,3748,1945,70,100,70,68,102,66.7,37,81,45.7,1,1.1,1.3,7,10,2,0,20
"Serie A","2023-12-16","Serie A (Matchweek 16)","Torino","3-4-1-2",1,1.1,"Duván Zapata · 25&rsquor;","4","0","Empoli","4-3-1-2",0,0.3,"","2","0","https://fbref.com/en/matches/d64c7b97/Torino-Empoli-December-16-2023-Serie-A","Torino","Home",NA,990,388,498,77.9,6816,2440,183,208,88,150,179,83.8,43,83,51.8,1,0.5,0.9,7,34,6,1,41
"Serie A","2023-12-16","Serie A (Matchweek 16)","Torino","3-4-1-2",1,1.1,"Duván Zapata · 25&rsquor;","4","0","Empoli","4-3-1-2",0,0.3,"","2","0","https://fbref.com/en/matches/d64c7b97/Torino-Empoli-December-16-2023-Serie-A","Empoli","Away",NA,990,344,440,78.2,5961,2320,156,182,85.7,151,185,81.6,30,58,51.7,0,0.2,0.4,5,22,2,1,28
"Serie A","2023-12-17","Serie A (Matchweek 16)","Milan","3-4-3",3,2,"Tijjani Reijnders · 3&rsquor; Jan-Carlo Simic · 41&rsquor; Noah Okafor · 76&rsquor;","1","0","Monza","3-4-3",0,1.5,"","2","0","https://fbref.com/en/matches/5c1fc7a4/Milan-Monza-December-17-2023-Serie-A","Milan","Home",NA,990,384,444,86.5,6364,2326,182,198,91.9,141,155,91,36,51,70.6,3,1.9,1.7,16,20,6,2,24
"Serie A","2023-12-17","Serie A (Matchweek 16)","Milan","3-4-3",3,2,"Tijjani Reijnders · 3&rsquor; Jan-Carlo Simic · 41&rsquor; Noah Okafor · 76&rsquor;","1","0","Monza","3-4-3",0,1.5,"","2","0","https://fbref.com/en/matches/5c1fc7a4/Milan-Monza-December-17-2023-Serie-A","Monza","Away",NA,990,485,542,89.5,7629,2502,247,262,94.3,198,215,92.1,28,42,66.7,0,1.1,1.1,17,31,12,3,54
"Serie A","2023-12-17","Serie A (Matchweek 16)","Udinese","3-5-2",2,0.8,"Lorenzo Lucca · 36&rsquor; Roberto Pereyra · 55&rsquor; Martín Payero · 59&rsquor;","3","1","Sassuolo","4-2-3-1",2,3,"Domenico Berardi (P) · 75&rsquor; Domenico Berardi (P) · 88&rsquor;","1","0","https://fbref.com/en/matches/2e9fcf23/Udinese-Sassuolo-December-17-2023-Serie-A","Udinese","Home",NA,958,188,274,68.6,3490,1506,82,97,84.5,74,87,85.1,26,67,38.8,1,0.3,0.4,5,13,4,1,18
"Serie A","2023-12-17","Serie A (Matchweek 16)","Udinese","3-5-2",2,0.8,"Lorenzo Lucca · 36&rsquor; Roberto Pereyra · 55&rsquor; Martín Payero · 59&rsquor;","3","1","Sassuolo","4-2-3-1",2,3,"Domenico Berardi (P) · 75&rsquor; Domenico Berardi (P) · 88&rsquor;","1","0","https://fbref.com/en/matches/2e9fcf23/Udinese-Sassuolo-December-17-2023-Serie-A","Sassuolo","Away",NA,990,443,567,78.1,8442,2605,155,189,82,234,276,84.8,48,78,61.5,0,0.9,1.5,9,54,11,4,70
"Serie A","2023-12-17","Serie A (Matchweek 16)","Fiorentina","4-2-3-1",1,0.5,"Lucas Beltrán · 78&rsquor;","3","0","Hellas Verona","4-2-3-1",0,2.5,"","1","0","https://fbref.com/en/matches/182d1f9b/Fiorentina-Hellas-Verona-December-17-2023-Serie-A","Fiorentina","Home",NA,990,385,515,74.8,7455,2661,141,170,82.9,196,232,84.5,47,100,47,0,0.3,0.8,3,35,9,3,45
"Serie A","2023-12-17","Serie A (Matchweek 16)","Fiorentina","4-2-3-1",1,0.5,"Lucas Beltrán · 78&rsquor;","3","0","Hellas Verona","4-2-3-1",0,2.5,"","1","0","https://fbref.com/en/matches/182d1f9b/Fiorentina-Hellas-Verona-December-17-2023-Serie-A","Hellas Verona","Away",NA,990,159,274,58,3594,1966,61,90,67.8,57,89,64,37,75,49.3,0,1,0.5,10,14,3,2,12
"Serie A","2023-12-17","Serie A (Matchweek 16)","Bologna","4-2-3-1",2,0.5,"Nikola Moro · 37&rsquor; Rasmus Kristensen (OG) · 49&rsquor;","4","0","Roma","3-5-2",0,0.6,"","4","0","https://fbref.com/en/matches/0562758e/Bologna-Roma-December-17-2023-Serie-A","Bologna","Home",NA,990,497,573,86.7,7805,2422,248,259,95.8,203,224,90.6,25,49,51,1,0.4,1,6,34,6,0,35
"Serie A","2023-12-17","Serie A (Matchweek 16)","Bologna","4-2-3-1",2,0.5,"Nikola Moro · 37&rsquor; Rasmus Kristensen (OG) · 49&rsquor;","4","0","Roma","3-5-2",0,0.6,"","4","0","https://fbref.com/en/matches/0562758e/Bologna-Roma-December-17-2023-Serie-A","Roma","Away",NA,990,382,469,81.4,6482,2319,182,202,90.1,173,200,86.5,24,50,48,0,0.6,0.4,6,31,5,2,38
"Serie A","2023-12-17","Serie A (Matchweek 16)","Lazio","4-3-3",0,1.5,"Manuel Lazzari · 86&rsquor;","1","1","Internazionale","3-5-2",2,1.6,"Lautaro Martínez · 40&rsquor; Marcus Thuram · 66&rsquor;","2","0","https://fbref.com/en/matches/ebcc474c/Lazio-Internazionale-December-17-2023-Serie-A","Lazio","Home",NA,985,442,534,82.8,7639,2514,213,233,91.4,183,213,85.9,39,66,59.1,0,0.9,0.8,9,49,11,4,47
"Serie A","2023-12-17","Serie A (Matchweek 16)","Lazio","4-3-3",0,1.5,"Manuel Lazzari · 86&rsquor;","1","1","Internazionale","3-5-2",2,1.6,"Lautaro Martínez · 40&rsquor; Marcus Thuram · 66&rsquor;","2","0","https://fbref.com/en/matches/ebcc474c/Lazio-Internazionale-December-17-2023-Serie-A","Internazionale","Away",NA,990,497,577,86.1,8522,2773,226,246,91.9,220,241,91.3,43,71,60.6,1,1.3,1.2,9,16,6,1,30
"Serie A","2023-12-18","Serie A (Matchweek 16)","Atalanta","3-4-1-2",4,1.9,"Luis Muriel · 47&rsquor; Mario Pašalić · 52&rsquor; Charles De Ketelaere · 83&rsquor; Aleksei Miranchuk · 89&rsquor;","1","0","Salernitana","4-3-2-1",1,1.3,"Lorenzo Pirola · 10&rsquor;","2","0","https://fbref.com/en/matches/09971293/Atalanta-Salernitana-December-18-2023-Serie-A","Atalanta","Home",NA,990,422,534,79,7753,2845,191,216,88.4,175,205,85.4,52,85,61.2,3,1.6,1.3,14,43,13,3,59
